year,rgn_id,score
1984,5,0.19671994134272294
1985,5,0.09836031319778225
1986,5,0.13114693202774513
1987,5,0.1803267175566278
1988,5,0.13114693202774513
1989,5,0.13114693202774513
1990,5,0.08196697523902646
1991,5,0
1992,5,0
1993,5,0
1994,5,0
1995,5,0
1996,5,0
1997,5,0.0655736182508375
1998,5,0.14754021289932592
1999,5,0.1639334747422246
2000,5,0.2786857748551395
2001,5,0.32786504663489213
2002,5,0.3114719750685125
2003,5,0.3770441471750599
2004,5,0.34425809917465205
2005,5,0.2950788844753239
2006,5,0.2786857748551395
2007,5,0.2622926462077721
2008,5,0.24589949853303414
2009,5,0.22950633183073813
2010,5,0.2786857748551395
2011,5,0.3114719750685125
2012,5,0.5245804214086617
2013,5,0.7212930566729725
2014,5,0.8688257355129428
2015,5,0.9999646010879227
2016,5,0.9343953204579243
2017,5,0.7540782295652346
2003,6,0.7489096380380431
2004,6,0.8975452841783347
2005,6,0.9978994230384158
2006,6,0.7488149277062305
2007,6,0.5618082149200472
2008,6,0.30018592963425317
2009,6,0
2010,6,0
2011,6,0
2012,6,0.01801417904412529
2013,6,0.04940236519491935
2014,6,0.1460594088592768
2015,6,0.16466918580468956
2016,6,0.14666621015395634
2017,6,0.12191407359514883
1996,7,0.07069734218653038
1997,7,0.052665933815294094
1998,7,0.05230231453697525
1999,7,0.05604028743775786
2000,7,0.04048382767863621
2001,7,0.09402070840271372
2002,7,0.12934347600519916
2003,7,0.1760256951055503
2004,7,0.2679365761294049
2005,7,0.3256498948378929
2006,7,0.44544750100933656
2007,7,0.49945336720600453
2008,7,0.4865400793820176
2009,7,0.4231370126969874
2010,7,0.3045026271954256
2011,7,0.1869821663912271
2012,7,0.10585777973367896
2013,7,0.04940641133292147
2014,7,0
2015,7,0
2016,7,0
2017,7,0
1995,8,0
1996,8,0
1997,8,0
1998,8,0
1999,8,0
2000,8,0
2001,8,0
2002,8,0
2003,8,0.3562143643016807
2004,8,0.4999271602195854
2005,8,0.4999271602195854
2006,8,0.4999271602195854
2007,8,0.1437426311481778
2008,8,0
2009,8,0
2010,8,0
2011,8,0
2012,8,0
2013,8,0.0808128906945688
2014,8,0.0808128906945688
2015,8,0.15275970145184486
2016,8,0.26385180960007715
2017,8,0.29413768752556735
1991,9,0.14376949823146504
1992,9,0.1436041665858569
1993,9,0.09573887977675079
1994,9,0.07180519822983679
1995,9,0.03586203969667265
1996,9,0.01887271357500031
1997,9,0.03290276114321933
1998,9,0.038911233494251636
1999,9,0.08697744179449785
2000,9,0.09814692900309095
2001,9,0.09613414495929076
2002,9,0.09501639610023001
2003,9,0.07158940686669134
2004,9,0.06134463909128377
2005,9,0.05555698371162218
2006,9,0.05066644249856967
2007,9,0.026027067374302656
2008,9,0.01300395489939183
2009,9,0.017432914828962625
2010,9,0.030388184678264082
2011,9,0.14161800454603884
2012,9,0.30148980575058826
2013,9,0.45340219147178407
2014,9,0.499849051537389
2015,9,0.4162687497429364
2016,9,0.31126941396285274
2017,9,0.19991197050564832
1981,11,0.17728539402785795
1982,11,0.08864899653914705
1983,11,0.059100731671534935
1984,11,0.04432607410137651
1985,11,0
1986,11,0
1987,11,0
1988,11,0.04372992753835248
1989,11,0.12481928457456647
1990,11,0.1860446720596141
1991,11,0.1860446720596141
1992,11,0.14232472212965286
1993,11,0.0612376411917777
1994,11,0
1995,11,0.16150587061631191
1996,11,0.24949225457188384
1997,11,0.2750734861280519
1998,11,0.28294835096570387
1999,11,0.121473913369692
2000,11,0.033469475307460736
2001,11,0.023778508371018647
2002,11,0.027678710854231986
2003,11,0.03891181907621051
2004,11,0.07481752795595319
2005,11,0.1173405942095812
2006,11,0.2192133331739696
2007,11,0.3287591079818881
2008,11,0.4710187850729511
2009,11,0.6867248168565567
2010,11,0.9144773981256656
2011,11,0.9992011638413653
2012,11,0.9021961686570452
2013,11,0.6702148158209256
2014,11,0.35912995445880747
2015,11,0.17678872256205766
2016,11,0.12298301810162089
2017,11,0.12870359249787447
1976,14,0.12083543460510382
1977,14,0.09524782843886444
1978,14,0.09037131562159317
1979,14,0.25296721277355116
1980,14,0.2729602948825462
1981,14,0.2593301946218386
1982,14,0.26205674470468865
1983,14,0.08335982136530704
1984,14,0.06139928381019392
1985,14,0.08061570893664691
1986,14,0.07878614923566805
1987,14,0.08427446495912626
1988,14,0.06231465510058251
1989,14,0.08381080595653022
1990,14,0.1144681938606453
1991,14,0.1135545477593346
1992,14,0.12086287323238615
1993,14,0.09939551488975017
1994,14,0.08335982136530704
1995,14,0.12174884070747755
1996,14,0.16190897563907306
1997,14,0.20929632529092868
1998,14,0.2466027854815355
1999,14,0.26023907411450015
2000,14,0.294176464171374
2001,14,0.27783191186382
2002,14,0.2741984968790904
2003,14,0.294176464171374
2004,14,0.3231831968943501
2005,14,0.3702990628520452
2006,14,0.39925445475877686
2007,14,0.4227589469589638
2008,14,0.49555963268175207
2009,14,0.4892495721701799
2010,14,0.4838398385164266
2011,14,0.45767831649396784
2012,14,0.36728107238744373
2013,14,0.4016659693207513
2014,14,0.33285430648213177
2015,14,0.28385961005364685
2016,14,0.21931026352561517
2017,14,0.1372721434871022
1991,15,0.3422542623017215
1992,15,0.3626233763233709
1993,15,0.3853851249718648
1994,15,0.40290048006349904
1995,15,0.434587725172353
1996,15,0.4489633114340331
1997,15,0.4483993371431678
1998,15,0.43438750969526735
1999,15,0.4190761289212093
2000,15,0.41423164591857065
2001,15,0.4087487767155146
2002,15,0.41222805707388516
2003,15,0.41865727628680166
2004,15,0.44050257385167313
2005,15,0.46153170632508933
2006,15,0.48021988395035053
2007,15,0.495754148351084
2008,15,0.4866707652893334
2009,15,0.46589575410099965
2010,15,0.4387191434375183
2011,15,0.41572514230339247
2012,15,0.4085848214976576
2013,15,0.4149419767449927
2014,15,0.4291268196082558
2015,15,0.43613479928089793
2016,15,0.4449606818668941
2017,15,0.44485151169553633
1989,16,0.14437243971525776
1990,16,0.13603348460493273
1991,16,0.1483342079649936
1992,16,0.16103722023566447
1993,16,0.1974725745339002
1994,16,0.26255157507753363
1995,16,0.31982488562275235
1996,16,0.4903195539455949
1997,16,0.6070988549803835
1998,16,0.5866513737438602
1999,16,0.5837302856937922
2000,16,0.4680513189257015
2001,16,0.396770610071912
2002,16,0.3669720844467839
2003,16,0.4048553117700662
2004,16,0.46298437173183343
2005,16,0.491168964752783
2006,16,0.5721987140560157
2007,16,0.6089178973062428
2008,16,0.6843296612807326
2009,16,0.7801910833760116
2010,16,0.8766530853443851
2011,16,0.931132150222685
2012,16,0.9731019854193312
2013,16,0.999717071682291
2014,16,0.9900115850351618
2015,16,0.9430374201584937
2016,16,0.8612474737709044
2017,16,0.8031179463347105
1998,17,0.1513726316747714
1999,17,0.08649982216514995
2000,17,0.057666896423921976
2001,17,0.043250302938973244
2002,17,0.010564434195538746
2003,17,0.005158115150897648
2004,17,0.005158115150897648
2005,17,0.005158115150897648
2006,17,0
2007,17,0.05173688821776278
2008,17,0.09248588466499034
2009,17,0.14254951293082335
2010,17,0.3570826116401734
2011,17,0.4999476417067794
2012,17,0.45920559969587244
2013,17,0.4091486115729787
2014,17,0.1946201918826418
2015,17,0
2016,17,0
2017,17,0
1989,18,0.04018924171519624
1990,18,0.06780879207200724
1991,18,0.08680797509877498
1992,18,0.06511038334164716
1993,18,0.055065577022649394
1994,18,0.031208999657188038
1995,18,0
1996,18,0
1997,18,0
1998,18,0.024877651226993397
1999,18,0.04994723811658932
2000,18,0.15163872872972073
2001,18,0.2709687995613592
2002,18,0.37562208546248144
2003,18,0.46313865676826654
2004,18,0.4992239151681066
2005,18,0.4445128182596564
2006,18,0.36113220026610915
2007,18,0.30842158735658776
2008,18,0.23162768612114806
2009,18,0.21780089123181703
2010,18,0.26132567263283873
2011,18,0.2705411749067852
2012,18,0.24596532945074473
2013,18,0.24289308486273828
2014,18,0.20192421637729693
2015,18,0.18297258454190415
2016,18,0.18860708680118646
2017,18,0.1804113818703644
2000,24,0.2259444664423888
2001,24,0.25641595390032523
2002,24,0.2636410378866496
2003,24,0.24649415712238829
2004,24,0.2245665062818465
2005,24,0.18130127446389335
2006,24,0.12441673155882572
2007,24,0.09936111579471875
2008,24,0.07465129896833841
2009,24,0.05864712552403277
2010,24,0.0921297397138381
2011,24,0.09789310806545122
2012,24,0.09715619093172764
2013,24,0.0883454638361163
2014,24,0.039977330235853564
2015,24,0.002766975415026243
2016,24,0
2017,24,0
1976,25,0.037470556120014334
1977,25,0.04365728195797989
1978,25,0.04395182315290227
1979,25,0.04380455329132702
1980,25,0.046676050198097424
1981,25,0.04542444083493016
1982,25,0.047485858461355994
1983,25,0.04881090332913133
1984,25,0.05617009722232015
1985,25,0.06749608786607257
1986,25,0.08637796751592125
1987,25,0.11982144049570186
1988,25,0.10706898691793476
1989,25,0.0876995326873685
1990,25,0.05948053785901715
1991,25,0.017493245296094456
1992,25,0.01682932589546679
1993,25,0.021992352202802122
1994,25,0.030839034913485067
1995,25,0.04277362304719126
1996,25,0.07322932025794496
1997,25,0.1294152311567412
1998,25,0.17816780514018465
1999,25,0.20674634977137782
2000,25,0.22370748102997376
2001,25,0.22538072504735546
2002,25,0.2782474621442709
2003,25,0.35201260468728773
2004,25,0.4318160205514533
2005,25,0.4918485293273439
2006,25,0.4882730729052452
2007,25,0.436911243211459
2008,25,0.4627922807128108
2009,25,0.40760891917600883
2010,25,0.378683410970884
2011,25,0.42075868835579355
2012,25,0.3476832655648169
2013,25,0.3321598040241629
2014,25,0.31784990991979556
2015,25,0.2828863213159832
2016,25,0.2792623330435655
2017,25,0.29194253252896
1996,29,0.38043812610037153
1997,29,0.1903534014330709
1998,29,0.1269322801705002
1999,29,0.0952104874540126
2000,29,0
2001,29,0.10074493787519169
2002,29,0.20216707841855658
2003,29,0.20216707841855658
2004,29,0.20216707841855658
2005,29,0.10149833891161796
2006,29,0.6057790923343113
2007,29,0.8544387766615026
2008,29,0.9963302269614134
2009,29,0.9963302269614134
2010,29,0.39228359940640983
2011,29,0.14278090304287983
2012,29,0
2013,29,0
2014,29,0
2015,29,0
2016,29,0
2017,29,0
1992,37,0.6509969692031129
1993,37,0.6509969692031129
1994,37,0.6509969692031129
1995,37,0.5812631365599124
1996,37,0.5812631365599124
1997,37,0.5580176817812671
1998,37,0.5580176817812671
1999,37,0.6974840818715924
2000,37,0.7207270056727295
2001,37,0.8136944855055146
2002,37,0.999609224883083
2003,37,0.8601756971076375
2004,37,0.7439695078717553
2005,37,0.5812631365599124
2006,37,0.30228980911139075
2007,37,0.25578833874191514
2008,37,0.2325369692327017
2009,37,0.2325369692327017
2010,37,0.20928517675341615
2011,37,0.2325369692327017
2012,37,0.20928517675341615
2013,37,0.1395272608416676
2014,37,0.09301986751847598
2015,37,0.046510780745798654
2016,37,0.2325369692327017
2017,37,0.37203884402248216
1980,39,0.9980831817340793
1981,39,0.986483335757941
1982,39,0.9745854862865316
1983,39,0.9621027095634165
1984,39,0.9371778923134743
1985,39,0.912952125071476
1986,39,0.8896169074254268
1987,39,0.8661201878552071
1988,39,0.8455552732278553
1989,39,0.822692482227576
1990,39,0.7982967147466327
1991,39,0.7808844107854035
1992,39,0.7596748299941974
1993,39,0.7409200586450372
1994,39,0.7309695781843488
1995,39,0.7071715307106372
1996,39,0.6879343742546926
1997,39,0.6673236104132305
1998,39,0.6324771251306487
1999,39,0.6049356168933401
2000,39,0.5776785160364859
2001,39,0.5540900291529987
2002,39,0.5358313917290519
2003,39,0.518848672550082
2004,39,0.4987674445009487
2005,39,0.47711986988040705
2006,39,0.4578338647792161
2007,39,0.5092634965872274
2008,39,0.5563150219478006
2009,39,0.6041255643387783
2010,39,0.6491538614866804
2011,39,0.6182605244987822
2012,39,0.4550989130916468
2013,39,0.4198888766029047
2014,39,0.40743110858899817
2015,39,0.45948283090323866
2016,39,0.6311355220562085
2017,39,0.6782536220096868
1990,40,0.06671759060366605
1991,40,0.058593337786454355
1992,40,0.05740656676818947
1993,40,0.0807524403412983
1994,40,0.07380699209731863
1995,40,0.0857929745896654
1996,40,0.13039162704547935
1997,40,0.19780976692445693
1998,40,0.3106993536541097
1999,40,0.40010117038109455
2000,40,0.462160472096278
2001,40,0.4531833558583349
2002,40,0.40955286672249536
2003,40,0.37722115097884285
2004,40,0.3496805023079623
2005,40,0.358000461906227
2006,40,0.38536068652275024
2007,40,0.39131003349064525
2008,40,0.3843299644754433
2009,40,0.3861621492063492
2010,40,0.36422723749334607
2011,40,0.38215299652953777
2012,40,0.3584620910036867
2013,40,0.2628362507609479
2014,40,0.18541960557579967
2015,40,0.08264369203834238
2016,40,0.04904237880423056
2017,40,0.07026453207144577
2004,41,0.9960981706495698
2005,41,0.9999399575696929
2006,41,0.666639978119656
2007,41,0.49998498684205533
2008,41,0.5121752801646251
2009,41,0.2612263740423707
2010,41,0.2612263740423707
2011,41,0.2612263740423707
2012,41,0
2013,41,0.2274976136260034
2014,41,0.545983830394118
2015,41,0.5914808670553295
2016,41,0.5914808670553295
2017,41,0.363993198100418
2001,42,0.9961303467792588
2002,42,0.9999227051828155
2003,42,0.6666323084058153
2004,42,0.4999806720691437
2005,42,0.250943366640866
2006,42,0.24963188137660491
2007,42,0.24963188137660491
2008,42,0.24963188137660491
2009,42,0.24963188137660491
2010,42,0.3017026639472627
2011,42,0.5830460354495585
2012,42,0.627958115862453
2013,42,0.6728698845155814
2014,42,0.4160980847628336
2015,42,0.1796626446103066
2016,42,0.1796626446103066
2017,42,0.1796626446103066
2003,43,0.44839968106391026
2004,43,0.480585366906156
2005,43,0.3989694870771982
2006,43,0.3709882252387775
2007,43,0.28361745768581886
2008,43,0.3176308295373359
2009,43,0.42100998350889973
2010,43,0.44678933444393987
2011,43,0.49505575740080265
2012,43,0.3742184037308173
2013,43,0.26578261201861614
2014,43,0.23007495465786712
2015,43,0.18618235410800074
2016,43,0.20569967351788018
2017,43,0.22195249366316708
1995,45,0.9996892339386115
1996,45,0.5487168602607851
1997,45,0.43089662974284243
1998,45,0.48196376751327635
1999,45,0.3700892388487554
2000,45,0.34568940502804446
2001,45,0.29688862682765405
2002,45,0.1380898822779875
2003,45,0
2004,45,0
2005,45,0
2006,45,0
2007,45,0
2008,45,0.07321413404086557
2009,45,0.09761810391698934
2010,45,0.2542833167174156
2011,45,0.402297066729886
2012,45,0.3290979205814222
2013,45,0.3046974648564709
2014,45,0.14803716581836407
2015,45,0
2016,45,0
2017,45,0
2004,47,0.2856736440645953
2005,47,0.7140320100496523
2006,47,0.5395376379001329
2007,47,0.42848002162793164
2008,47,0.571266135491539
2009,47,0.32137713951330377
2010,47,0.7616161414876833
2011,47,0.9995031385656176
2012,47,0.7973027666003311
2013,47,0.7616161414876833
2014,47,0.40468036656163825
2015,47,0.14284697835496832
2016,47,0.14284697835496832
2017,47,0.17667044535721468
1997,48,0.4900347107773325
1998,48,0.4083679047906812
1999,48,0.326698841187065
2000,48,0.3057107212089011
2001,48,0.3057107212089011
2002,48,0.3057107212089011
2003,48,0.9998307647389424
2004,48,0.9391618124631923
2005,48,0.8166793691461626
2006,48,0.7350215883319847
2007,48,0
2008,48,0
2009,48,0
2010,48,0
2011,48,0
2012,48,0
2013,48,0
2014,48,0
2015,48,0
2016,48,0
2017,48,0
1993,50,0.053970760105078106
1994,50,0.026985943333027725
1995,50,0.023987560824857077
1996,50,0.017990754081845018
1997,50,0.004497735472518957
1998,50,0.08695067351102555
1999,50,0.2383368883200559
2000,50,0.2503263629190155
2001,50,0.367212117717438
2002,50,0.40317272689981293
2003,50,0.397179430458677
2004,50,0.6982741614657543
2005,50,0.818074089877886
2006,50,0.9992296457469275
2007,50,0.9019209335361814
2008,50,0.6578367087201089
2009,50,0.47808426291090006
2010,50,0.17838618591316038
2011,50,0.1259247669004236
2012,50,0.05696900355628988
2013,50,0
2014,50,0
2015,50,0
2016,50,0
2017,50,0
1994,52,0.3331857930409103
1995,52,0.8324146484244579
1996,52,0.998678734927737
1997,52,0.8324146484244579
1998,52,0.8741360137499534
1999,52,0.6246310821673681
2000,52,0.29170244836943476
2001,52,0.20842445670440032
2002,52,0.08332409472611896
2003,52,0
2004,52,0
2005,52,0
2006,52,0
2007,52,0
2008,52,0
2009,52,0
2010,52,0
2011,52,0
2012,52,0
2013,52,0
2014,52,0
2015,52,0
2016,52,0
2017,52,0
1995,54,0.28785717649452125
1996,54,0.9626755698355289
1997,54,0.7127668034523924
1998,54,0.6610712047289221
1999,54,0.5893203353038228
2000,54,0.17955553682814315
2001,54,0.1266207390469913
2002,54,0
2003,54,0
2004,54,0.0941665131829246
2005,54,0.0941665131829246
2006,54,0.2677370512189076
2007,54,0.2677370512189076
2008,54,0.17367238039766353
2009,54,0.7336538544724267
2010,54,0.770301509053918
2011,54,0.9969210607301462
2012,54,0.9969210607301462
2013,54,0.4378427456912994
2014,54,0.22769354615287543
2015,54,0
2016,54,0
2017,54,0
1990,61,0.9999321769853489
1991,61,0.49998304099216534
1992,61,0.33332579551425356
1993,61,0.2499957598411137
1994,61,0
1995,61,0
1996,61,0
1997,61,0
1998,61,0
1999,61,0
2000,61,0
2001,61,0
2002,61,0
2003,61,0
2004,61,0
2005,61,0
2006,61,0
2007,61,0
2008,61,0.04804663820519711
2009,61,0.11749030271684277
2010,61,0.131378957099126
2011,61,0.131378957099126
2012,61,0.08333286217441893
2013,61,0.013888875800792287
2014,61,0
2015,61,0
2016,61,0
2017,61,0
2002,62,0.11652340518746904
2003,62,0.4364463917596883
2004,62,0.5328352449853282
2005,62,0.6201992034125198
2006,62,0.7957589248023369
2007,62,0.8324233444413582
2008,62,0.6995521370656472
2009,62,0.4913329222568788
2010,62,0.2777493031052927
2011,62,0.0388945841198724
2012,62,0
2013,62,0
2014,62,0
2015,62,0
2016,62,0
2017,62,0
1997,67,0
1998,67,0
1999,67,0.10256370700672246
2000,67,0.6922896719860394
2001,67,0.8461269277890272
2002,67,0.9999624045061126
2003,67,0.9230448885223909
2004,67,0.3076887478312794
2005,67,0.15384526385176045
2006,67,0
2007,67,0
2008,67,0
2009,67,0
2010,67,0
2011,67,0
2012,67,0
2013,67,0
2014,67,0
2015,67,0
2016,67,0
2017,67,0
1999,71,0
2000,71,0
2001,71,0
2002,71,0
2003,71,0
2004,71,0.6462079305853594
2005,71,0.9979758672925275
2006,71,0.9979758672925275
2007,71,0.9979758672925275
2008,71,0.3526871622329296
2009,71,0
2010,71,0
2011,71,0
2012,71,0
2013,71,0
2014,71,0
2015,71,0
2016,71,0
2017,71,0
2004,76,0.2856235499789365
2005,76,0.15269834159162685
2006,76,0.11078149585824455
2007,76,0.08308868170368074
2008,76,0.011667643485199953
2009,76,0.006734171503097576
2010,76,0.07142289279615174
2011,76,0.07142289279615174
2012,76,0.07142289279615174
2013,76,0.14283443853829908
2014,76,0.14283443853829908
2015,76,0.9276168827126937
2016,76,0.9988934459511272
2017,76,0.9722545309308995
2001,77,0.0541264800515289
2002,77,0.02708244799638329
2003,77,0.018059256698990552
2004,77,0.03080415039794916
2005,77,0.29649702161046515
2006,77,0.4346974153515569
2007,77,0.4853907530365553
2008,77,0.6989772029764343
2009,77,0.7919536894552381
2010,77,0.9768477743211095
2011,77,0.9435195388670685
2012,77,0.7440645261334582
2013,77,0.3946492434402759
2014,77,0.1127710516085196
2015,77,0.1085991627497395
2016,77,0.09208640548945798
2017,77,0.09353915359534787
2012,78,0.9845680109139493
2013,78,0.6434091709582184
2014,78,0.4303749549482307
2015,78,0.4026157000024125
2016,78,0.27899300609367456
2017,78,0.29715284317196766
1976,79,2.8927289642297944e-4
1977,79,6.061038619349483e-4
1978,79,4.0424120708583633e-4
1979,79,5.802048117414456e-4
1980,79,5.080082266695013e-4
1981,79,2.773135928761249e-4
1982,79,2.773135928761249e-4
1983,79,0
1984,79,0
1985,79,0
1986,79,0
1987,79,0
1988,79,0.051588943161677475
1989,79,0.09939110741576522
1990,79,0.15743889316942083
1991,79,0.21786348922860682
1992,79,0.23667677603552165
1993,79,0.2607398381947772
1994,79,0.29066899937322677
1995,79,0.32946270819277346
1996,79,0.3647795117407848
1997,79,0.39537149646940134
1998,79,0.3946440440011713
1999,79,0.36926080024819624
2000,79,0.33760219002234204
2001,79,0.3056400772299445
2002,79,0.2887247283355695
2003,79,0.31662538798941436
2004,79,0.3770298909236255
2005,79,0.4365684677776269
2006,79,0.4984783199151523
2007,79,0.5519560560280937
2008,79,0.605392589508481
2009,79,0.6533424639879843
2010,79,0.6924910434422151
2011,79,0.7153675869404518
2012,79,0.5520566717991179
2013,79,0.38418547104399675
2014,79,0.20964997569870428
2015,79,5.907646083770495e-4
2016,79,7.102581115356545e-4
2017,79,7.484182101957487e-4
1991,80,0.37918590420561527
1992,80,0.19030181692248807
1993,80,0.17138296058118102
1994,80,0.13019666446496445
1995,80,0.034998359795845445
1996,80,0.042768930609982075
1997,80,0.06684201028616334
1998,80,0.25320151271341856
1999,80,0.4817960987292461
2000,80,0.5519787138572797
2001,80,0.5831984847229859
2002,80,0.6242641248450502
2003,80,0.40683716975998374
2004,80,0.4310957292924101
2005,80,0.3667366640007155
2006,80,0.3713388930005194
2007,80,0.5296558353449423
2008,80,0.5679941205696106
2009,80,0.6750155608769379
2010,80,0.981381946411797
2011,80,0.8444167262532675
2012,80,0.705321711269642
2013,80,0.5748258807287616
2014,80,0.029557484860113798
2015,80,0
2016,80,0
2017,80,0
2000,82,0.34964350733887184
2001,82,0.17482952594636691
2002,82,0.11655474504977288
2003,82,0.08741670677594245
2004,82,0.3999593109158241
2005,82,0.5999084758930645
2006,82,0.7998373372539384
2007,82,0.7998373372539384
2008,82,0.9997459124929375
2009,82,0.9997459124929375
2010,82,0.7998373372539384
2011,82,0.7998373372539384
2012,82,0.19998982480088145
2013,82,0
2014,82,0
2015,82,0
2016,82,0
2017,82,0
2001,84,0
2002,84,0
2003,84,0.38718322835258256
2004,84,0.5807637951218474
2005,84,0.8711208427045649
2006,84,0.8711208427045649
2007,84,0.9999017516470502
2008,84,0.7095520483541267
2009,84,0.41918578464184125
2010,84,0.41918578464184125
2011,84,0
2012,84,0
2013,84,0
2014,84,0
2015,84,0
2016,84,0
2017,84,0
1995,100,0
1996,100,0.3069042007060521
1997,100,0.3570546091153216
1998,100,0.36616351152103477
1999,100,0.46298352527112585
2000,100,0.43092073417649934
2001,100,0.526001804643224
2002,100,0.7799311077097317
2003,100,0.9991035189556138
2004,100,0.8977774716099198
2005,100,0.6885300062760227
2006,100,0.4629056553378896
2007,100,0.14666466907669304
2008,100,0.12676205893403894
2009,100,0.12676205893403894
2010,100,0
2011,100,0
2012,100,0
2013,100,0
2014,100,0
2015,100,0
2016,100,0
2017,100,0
1985,102,0.3064851221416696
1986,102,0.1540599880335681
1987,102,0.10289578937361044
1988,102,0.07724388399588487
1989,102,0
1990,102,0.18869892270209682
1991,102,0.3717181179146385
1992,102,0.6216537643624881
1993,102,0.8767385432075241
1994,102,0.9098239593902205
1995,102,0.9688179540957657
1996,102,0.9010138152043835
1997,102,0.848010450872763
1998,102,0.7025910631450423
1999,102,0.5004141692793318
2000,102,0.3414469574787511
2001,102,0.159417073690314
2002,102,0.0932180838277927
2003,102,0.11715599349703039
2004,102,0.10550142167497265
2005,102,0.08223307141423164
2006,102,0.07967533484154238
2007,102,0.018094967063474115
2008,102,0.09942626973104954
2009,102,0.0976999991736031
2010,102,0.09680188528778604
2011,102,0.09756041191872745
2012,102,0.004999955511640358
2013,102,0.005110334487764006
2014,102,0.013070349742101254
2015,102,0.013619951229531165
2016,102,0.043288578068468336
2017,102,0.051929756045530635
1997,103,1
1998,103,1
1999,103,1
2000,103,1
2001,103,1
2002,103,1
2003,103,1
2004,103,1
2005,103,1
2006,103,1
2007,103,1
2008,103,1
2009,103,1
2010,103,1
2011,103,1
2012,103,1
2013,103,1
2014,103,1
2015,103,1
2016,103,1
2017,103,1
1995,104,1
1996,104,1
1997,104,1
1998,104,1
1999,104,1
2000,104,1
